title,release_year,age_certification,runtime,language,genres,production_countries,seasons,imdb_score,imdb_votes
Go! Live Your Way,2019,TV-Y7,40,Spanish,"['drama', 'comedy', 'romance']",['AR'],2.0,6.7,606.0
Bad Boy Billionaires: India,2020,TV-14,0,English,"['crime', 'documentation']",['XX'],1.0,7.9,3010.0
Cannon Busters,2019,TV-MA,24,English,"['scifi', 'action', 'animation', 'fantasy']","['FR', 'US', 'JP']",1.0,6.7,1172.0
Million Dollar Beach House,2020,TV-MA,28,English,['reality'],['US'],1.0,4.2,804.0
Absurd Planet,2020,TV-PG,20,English,['documentation'],['US'],1.0,3.9,1459.0
My Husband Won't Fit,2019,TV-MA,34,Japanese,"['drama', 'romance']",['JP'],1.0,6.7,798.0
"Whose Vote Counts, Explained",2020,TV-PG,25,English,['documentation'],[],1.0,7.3,1139.0
The Forest of Love: Deep Cut,2020,TV-MA,0,Japanese,"['crime', 'horror', 'thriller', 'drama']",['JP'],1.0,6.8,426.0
revisions,2019,TV-MA,22,Japanese,"['action', 'scifi', 'animation']",['JP'],1.0,5.9,598.0
The Prince of Tennis ~ Match! Tennis Juniors ~,2019,TV-PG,45,Mandarin,"['drama', 'sport']",['CN'],1.0,7.6,206.0
Ultramarine Magmell,2019,TV-14,24,N/A,"['action', 'fantasy', 'animation']",['JP'],1.0,6.0,610.0
Jailbirds,2019,TV-MA,44,Finnish,"['reality', 'crime', 'thriller']",['US'],1.0,7.0,1160.0
Trial 4,2020,TV-MA,55,English,"['documentation', 'crime']",['US'],1.0,7.4,2039.0
Restaurants on the Edge,2019,TV-14,46,English,['reality'],[],2.0,6.7,972.0
Shaun the Sheep: Adventures from Mossy Bottom,2020,TV-Y7,6,English,"['comedy', 'family', 'animation']",['GB'],1.0,8.1,551.0
Examination of Conscience,2019,TV-MA,51,Spanish,"['documentation', 'history', 'crime']",['ES'],1.0,7.8,422.0
Playing with Fire,2019,TV-14,43,Spanish,['drama'],['MX'],1.0,5.9,944.0
Mystery Lab,2020,TV-PG,37,Portuguese,"['comedy', 'family', 'documentation', 'animation']",['BR'],1.0,7.4,769.0
It's Bruno!,2019,TV-MA,3,English,"['comedy', 'animation']",['US'],1.0,7.5,2886.0
Shadow,2019,TV-MA,43,English,"['action', 'crime', 'drama', 'thriller']",['ZA'],1.0,6.6,956.0
Rhythm + Flow,2019,TV-MA,57,English,"['reality', 'music']",['US'],2.0,7.6,1541.0
The 43,2019,TV-MA,56,N/A,"['documentation', 'war']",['MX'],1.0,7.1,140.0
Secreto bien guardado,2019,TV-MA,30,Spanish,"['drama', 'romance']",['AR'],1.0,4.9,188.0
Flinch,2019,TV-PG,24,English,['reality'],['GB'],1.0,4.4,703.0
The Unsettling,2019,TV-14,23,English,"['fantasy', 'horror', 'scifi', 'thriller', 'crime']",['US'],1.0,5.2,712.0
Maradona in Mexico,2019,TV-MA,37,Spanish,"['documentation', 'sport', 'comedy', 'drama']","['PE', 'AR']",1.0,7.3,1119.0
Brews Brothers,2020,TV-MA,11,English,"['comedy', 'drama']",['US'],1.0,5.1,1944.0
The Circle Brazil,2020,TV-MA,49,Portuguese,['reality'],['BR'],1.0,6.8,761.0
Drifting Dragons,2020,TV-14,24,Japanese,"['action', 'scifi', 'animation', 'fantasy']",['JP'],1.0,6.0,569.0
The Idhun Chronicles,2020,TV-14,27,Spanish,"['scifi', 'action', 'fantasy', 'animation']",['ES'],2.0,5.3,563.0
Alien TV,2020,TV-Y7,23,English,"['comedy', 'animation', 'family']",['AU'],2.0,6.3,293.0
Was It Love?,2020,TV-MA,69,Korean,"['drama', 'comedy', 'romance']",['KR'],1.0,7.1,870.0
Tiny Creatures,2020,TV-PG,25,English,"['documentation', 'family', 'drama']",['GB'],1.0,5.0,1210.0
Legend of Exorcism,2020,TV-14,21,"Chinese, Mandarin","['scifi', 'drama', 'animation', 'action', 'fantasy']",['CN'],2.0,7.7,80.0
The Business of Drugs,2020,TV-MA,44,English,"['crime', 'documentation']",['US'],1.0,7.2,1646.0
Social Distance,2020,TV-MA,20,Azerbaijani,"['drama', 'comedy']",['US'],1.0,5.7,651.0
The Ghost Bride,2020,TV-14,51,N/A,"['drama', 'thriller']","['MY', 'TW']",1.0,6.3,716.0
Puerta 7,2020,TV-MA,41,Spanish,"['thriller', 'crime', 'drama']",['AR'],1.0,5.6,542.0
Huge in France,2019,TV-MA,30,English,['comedy'],['FR'],1.0,6.8,2809.0
Room 2806: The Accusation,2020,TV-MA,49,French,"['documentation', 'crime']",['FR'],1.0,7.0,2298.0
Bolívar: Una lucha admirable,2019,TV-MA,52,Spanish,"['romance', 'action', 'drama']",['CO'],1.0,7.3,743.0
Nowhere Man,2019,TV-MA,56,Chinese,"['crime', 'drama', 'thriller', 'action']",['TW'],1.0,5.6,360.0
Monzón: A Knockout Blow,2019,TV-MA,45,Spanish,"['crime', 'drama', 'history', 'sport']",['AR'],1.0,7.9,717.0
Felipe Esparza: Bad Decisions,2020,TV-MA,62,"English, Spanish",['comedy'],['US'],1.0,5.4,166.0
Crime Diaries: The Candidate,2019,TV-MA,37,Spanish,"['war', 'crime', 'drama', 'thriller']",['MX'],1.0,7.5,803.0
Best Leftovers Ever!,2020,TV-G,36,English,['reality'],['US'],1.0,5.6,515.0
Betaal,2020,TV-MA,47,Hindi,"['action', 'horror', 'thriller']",['IN'],1.0,5.4,8884.0
"Good Morning, Verônica",2020,TV-MA,45,Portuguese,"['drama', 'thriller', 'crime']",['BR'],1.0,7.6,3552.0
Mismatched,2020,TV-MA,32,Hindi,"['comedy', 'drama', 'romance']",['IN'],1.0,5.5,3712.0
Rilakkuma and Kaoru,2019,TV-PG,12,Japanese,"['comedy', 'drama', 'family', 'animation']",['JP'],1.0,8.3,1579.0
Hello Ninja,2019,TV-Y,13,"English, Spanish","['animation', 'action', 'comedy', 'family', 'fantasy']",['CA'],4.0,6.7,119.0
Stay Tuned!,2019,TV-14,46,Japanese,['comedy'],['JP'],1.0,7.5,343.0
Say I Do,2020,TV-14,55,English,['reality'],"['GB', 'US']",1.0,7.7,527.0
Sintonia,2019,TV-MA,44,Portuguese,"['crime', 'drama', 'music']",['BR'],2.0,6.7,1067.0
The Writer,2019,TV-14,34,Arabic,"['drama', 'crime']",['LB'],1.0,8.2,30.0
Bread Barbershop,2020,TV-Y,11,English,['animation'],['KR'],2.0,7.3,125.0
Booba: Food Puzzle,2020,TV-Y,3,None,"['animation', 'comedy', 'family']",[],1.0,8.3,30.0
COMEDIANS of the world,2019,TV-MA,30,English,['comedy'],[],1.0,6.5,450.0
The Queen and the Conqueror,2020,TV-14,46,Spanish,"['history', 'drama']",['CO'],1.0,6.6,172.0
Skin Decision: Before and After,2020,TV-MA,36,English,['reality'],['US'],1.0,5.8,405.0
The Fabulous Lives of Bollywood Wives,2020,TV-MA,32,Hindi,"['reality', 'documentation', 'romance']",['IN'],1.0,5.3,9666.0
El Final del Paraíso,2019,TV-MA,50,Spanish,"['action', 'drama']",['MX'],1.0,5.1,208.0
Typewriter,2019,TV-MA,50,Hindi,"['thriller', 'horror', 'drama']",['IN'],1.0,6.5,3788.0
How To Ruin Christmas,2020,TV-MA,50,"Zulu, English, Sotho, Tswana","['drama', 'comedy']",['ZA'],2.0,6.1,488.0
Trigger Warning with Killer Mike,2019,TV-MA,26,N/A,"['documentation', 'comedy']",['US'],1.0,6.9,1249.0
Masaba Masaba,2020,TV-MA,31,Hindi,"['comedy', 'drama']",['IN'],2.0,6.8,1746.0
Astronomy Club: The Sketch Show,2019,TV-MA,20,English,['comedy'],['US'],1.0,6.9,591.0
Styling Hollywood,2019,TV-14,37,N/A,['reality'],['US'],1.0,6.6,355.0
Narcoworld: Dope Stories,2019,TV-MA,40,English,"['crime', 'documentation']",['US'],1.0,6.6,317.0
Sugar Rush Christmas,2019,TV-PG,50,English,['reality'],['US'],2.0,6.8,578.0
Queer Eye: We're in Japan!,2019,TV-14,50,"English, Japanese",['reality'],['US'],1.0,8.2,2560.0
Bard of Blood,2019,TV-MA,45,Hindi,"['action', 'drama', 'thriller']",['IN'],2.0,6.8,13210.0
Find Yourself,2020,TV-14,45,Chinese,"['drama', 'romance']",['CN'],1.0,7.6,201.0
21 Again,2019,TV-MA,52,English,"['documentation', 'reality']",[],1.0,5.4,47.0
Archibald's Next Big Thing,2019,TV-Y7,24,English,"['scifi', 'animation', 'comedy', 'family', 'fantasy', 'action']",['US'],2.0,7.5,284.0
Prank Encounters,2019,TV-MA,25,English,"['comedy', 'horror', 'reality', 'scifi']",['US'],2.0,5.2,2615.0
The Iliza Shlesinger Sketch Show,2020,TV-MA,19,N/A,['comedy'],['US'],1.0,5.0,914.0
Go! Go! Cory Carson,2020,TV-Y,9,English,"['animation', 'comedy', 'family']",['US'],6.0,7.9,238.0
DeMarcus Family Rules,2020,TV-14,29,English,['reality'],['US'],1.0,6.2,110.0
My Dear Warrior,2019,TV-14,42,Thai,"['fantasy', 'romance']",['TH'],1.0,4.6,19.0
Pili Fantasy: War of Dragons,2019,TV-14,0,Chinese,"['animation', 'action', 'fantasy']",[],1.0,6.7,37.0
Team Kaylie,2019,TV-PG,30,English,['comedy'],['US'],3.0,4.0,333.0
Tobot Galaxy Detectives,2020,TV-Y7,13,"English, Korean",['animation'],[],2.0,7.0,13.0
Put Your Head on My Shoulder,2019,TV-Y7,40,"Mandarin, Chinese","['drama', 'romance', 'comedy']",['CN'],1.0,8.0,2063.0
GAME ON: A Comedy Crossover Event,2020,TV-G,29,English,"['comedy', 'family']",['US'],2.0,5.4,213.0
The Underclass,2020,TV-MA,55,N/A,['drama'],['TH'],1.0,6.4,62.0
Cricket Fever: Mumbai Indians,2019,TV-MA,38,N/A,"['documentation', 'sport']",['IN'],1.0,7.2,699.0
The Unremarkable Juanquini,2020,TV-MA,30,Spanish,['comedy'],['CO'],2.0,4.3,189.0
Tijuana,2019,TV-14,41,Spanish,"['drama', 'crime']",['MX'],1.0,6.9,327.0
Juman,2019,TV-PG,40,Arabic,"['romance', 'drama']",['KW'],1.0,5.2,110.0
YooHoo to the Rescue,2019,TV-Y,13,N/A,['family'],[],3.0,6.8,53.0
Sing On!,2020,TV-G,36,English,"['reality', 'music']",['US'],1.0,6.4,380.0
Living Undocumented,2019,TV-MA,42,"English, Spanish",['documentation'],['US'],1.0,6.7,577.0
Nailed It! Mexico,2019,TV-PG,32,Spanish,['reality'],['MX'],3.0,6.2,308.0
Country Ever After,2020,TV-PG,24,English,"['reality', 'music']",['US'],1.0,6.3,169.0
Mighty Little Bheem,2019,TV-Y,6,Hindi,"['comedy', 'family', 'fantasy', 'animation']",['US'],3.0,6.4,249.0
Rhyme Time Town,2020,TV-Y,23,N/A,"['animation', 'comedy', 'family']",['US'],2.0,7.5,78.0
Sakho & Mangane,2019,TV-MA,51,French,"['action', 'comedy']",['SN'],1.0,6.5,131.0
"Coronavirus, Explained",2020,TV-PG,23,English,['documentation'],['US'],1.0,7.6,2223.0
Hasmukh,2020,TV-MA,32,Hindi,"['crime', 'comedy', 'drama']",['IN'],1.0,5.3,2673.0
Tiffany Haddish Presents: They Ready,2019,TV-14,23,English,"['comedy', 'reality']",['US'],2.0,6.5,555.0
Sing On! Spain,2020,TV-G,39,Spanish,"['music', 'reality']",['ES'],1.0,6.0,130.0
Cooked With Cannabis,2020,TV-MA,37,English,['reality'],['US'],1.0,6.5,340.0
Voices of Fire,2020,TV-PG,36,English,"['music', 'reality']",['US'],1.0,6.8,382.0
Larry Charles' Dangerous World of Comedy,2019,TV-MA,0,N/A,"['documentation', 'comedy']",['US'],1.0,7.3,570.0
Legend Quest: Masters of Myth,2019,TV-Y7,25,English,"['action', 'animation']",['MX'],1.0,7.6,126.0
Badanamu Stories,2020,TV-Y,13,English,['animation'],[],1.0,3.4,6.0
Hong Kong West Side Stories,2019,TV-MA,23,Cantonese,"['drama', 'comedy']",['HK'],2.0,5.7,6.0
Charlie's Colorforms City,2019,TV-Y,23,English,"['animation', 'family']",['US'],4.0,7.0,148.0
The Legend of White Snake,2019,TV-14,46,Chinese,"['scifi', 'drama', 'fantasy']",['CN'],1.0,7.4,224.0
Bookmarks: Celebrating Black Voices,2020,TV-G,7,English,['family'],['US'],1.0,5.0,160.0
Arashi's Diary: Voyage,2019,TV-Y7,31,Japanese,"['documentation', 'music']",['JP'],1.0,7.7,42.0
Nailed It! Germany,2020,TV-14,35,German,['reality'],['DE'],1.0,5.7,100.0
Six Windows in the Desert,2020,TV-14,21,Arabic,"['drama', 'comedy', 'history', 'scifi']",['SA'],1.0,4.3,3074.0
"Wait, My Youth",2019,TV-PG,36,Chinese,"['drama', 'romance']",['CN'],1.0,8.1,121.0
Nailed It! France,2019,TV-14,34,French,['reality'],[],1.0,6.4,112.0
Bangkok Buddies,2019,TV-MA,40,Thai,"['comedy', 'drama']",['TH'],1.0,6.8,17.0
Pinky Malinky,2019,TV-Y7,13,English,"['comedy', 'family', 'animation']",['US'],3.0,5.8,865.0
The Charming Stepmom,2019,TV-14,56,Thai,"['family', 'comedy', 'romance']",['TH'],1.0,7.8,17.0
Once Upon a Time in Lingjian Mountain,2019,TV-14,45,Chinese,"['action', 'comedy', 'fantasy', 'romance', 'drama']",['CN'],2.0,7.5,261.0
Somewhere Only We Know,2019,TV-MA,58,Chinese,"['drama', 'romance']",['CN'],1.0,7.3,158.0
Anitta: Made in Honório,2020,TV-MA,29,Portuguese,"['documentation', 'music']",['BR'],1.0,6.8,398.0
In the Bosom of a Thorn,2019,TV-14,46,Arabic,['drama'],[],1.0,7.3,48.0
Futmalls.com,2020,TV-14,40,Mandarin,"['thriller', 'scifi']",['TW'],1.0,6.4,182.0
Valentino,2020,TV-14,39,Arabic,['comedy'],['EG'],1.0,5.2,213.0
J-Style Trip,2020,TV-14,64,Mandarin,['reality'],"['CN', 'TW']",1.0,4.9,111.0
糖糖Online,2019,TV-MA,24,Chinese,['drama'],['TW'],1.0,5.5,21.0
Sleepless Society NYCTOPHOBIA,2019,TV-MA,46,N/A,"['drama', 'thriller']",['TH'],1.0,5.5,43.0
Holiday Home Makeover with Mr. Christmas,2020,TV-G,43,English,['reality'],['US'],1.0,5.8,291.0
Buddi,2020,TV-Y,8,English,"['fantasy', 'animation', 'comedy', 'family']",['US'],2.0,7.1,61.0
Kings of Jo'Burg,2020,TV-MA,51,"Zulu, English","['crime', 'thriller']",['ZA'],1.0,5.6,491.0
The House Arrest of Us,2020,TV-PG,26,"Tagalog, Filipino","['comedy', 'romance']",['PH'],1.0,5.6,107.0
The Smart Money Woman,2020,TV-MA,48,English,['drama'],[],1.0,6.4,105.0
Fary: Hexagone,2020,TV-MA,51,French,['comedy'],['FR'],1.0,6.2,126.0
True Tunes,2019,TV-Y7,3,N/A,['family'],['US'],1.0,8.0,14.0
Children of Adam,2020,TV-14,41,Arabic,"['action', 'drama']",['LB'],1.0,7.8,170.0
Word Party Songs,2020,TV-Y,4,English,"['animation', 'family']",[],1.0,3.6,18.0
The Defected,2019,TV-14,42,Chinese,"['drama', 'crime']",['HK'],1.0,7.4,68.0
A Perfect Day for Arsenide,2020,TV-MA,23,N/A,"['drama', 'romance']",['HK'],1.0,5.0,16.0
Anatomy of a Scandal,2022,TV-MA,45,English,"['drama', 'thriller']","['GB', 'US']",1.0,7.0,16425.0
Heartstopper,2022,TV-14,28,English,"['drama', 'romance']",['GB'],1.0,8.9,28978.0
The Pentaverate,2022,TV-MA,27,English,['comedy'],['US'],1.0,6.1,3409.0
Inventing Anna,2022,TV-MA,68,English,['drama'],['US'],1.0,6.8,54105.0
Pieces of Her,2022,TV-MA,52,English,"['crime', 'drama', 'thriller']",['US'],1.0,6.4,11322.0
Conversations with a Killer: The John Wayne Gacy Tapes,2022,TV-MA,61,English,"['crime', 'documentation']",['US'],1.0,7.2,3984.0
Pacific Rim: The Black,2021,TV-14,24,English,"['animation', 'action', 'scifi']",['US'],2.0,7.0,4796.0
Vikings: Valhalla,2022,TV-MA,51,"English, Latin","['war', 'action', 'drama', 'history', 'romance']",['US'],1.0,7.1,31330.0
Arcane,2021,TV-14,41,English,"['action', 'scifi', 'drama', 'fantasy', 'animation']",['US'],1.0,9.1,175412.0
Hold Tight,2022,TV-MA,47,Polish,"['crime', 'drama', 'thriller']",['PL'],1.0,6.1,1113.0
Bad Vegan: Fame. Fraud. Fugitives.,2022,TV-MA,52,English,"['crime', 'documentation']",['US'],1.0,5.8,2062.0
Midnight Mass,2021,TV-MA,64,English,"['action', 'drama', 'fantasy', 'horror', 'scifi']",['US'],1.0,7.7,102321.0
Murderville,2022,TV-MA,34,English,"['crime', 'comedy']",['US'],1.0,6.9,10414.0
Clark,2022,TV-MA,61,"Swedish, English, Danish, French, Arabic, Spanish, German","['comedy', 'crime', 'drama', 'thriller', 'action']",['SE'],1.0,7.5,1991.0
The Ultimatum: Marry or Move On,2022,TV-MA,50,English,['reality'],['US'],1.0,5.4,1440.0
Hard Cell,2022,TV-MA,26,English,"['comedy', 'documentation', 'sport']","['US', 'GB']",1.0,6.1,618.0
The Woman in the House Across the Street from the Girl in the Window,2022,TV-MA,26,English,"['crime', 'comedy', 'drama', 'thriller']",['US'],1.0,6.3,38964.0
Archive 81,2022,TV-MA,54,English,"['scifi', 'drama', 'horror', 'thriller']",['US'],1.0,7.3,43068.0
Jimmy Savile: A British Horror Story,2022,TV-MA,85,English,"['crime', 'documentation']",['GB'],1.0,6.7,4711.0
Squid Game,2021,TV-MA,54,"Korean, English, Urdu","['action', 'drama', 'thriller']",['KR'],2.0,8.0,416738.0
Yakamoz S-245,2022,TV-MA,48,"Turkish, English, German","['scifi', 'action', 'drama', 'thriller']",['TR'],1.0,6.1,3861.0
Welcome To Eden,2022,TV-MA,41,Spanish,"['drama', 'action', 'thriller']",['ES'],1.0,4.9,973.0
Stay Close,2021,TV-MA,47,English,"['crime', 'drama', 'thriller']",['GB'],1.0,6.9,28669.0
Maid,2021,TV-MA,54,English,"['drama', 'comedy']",['US'],1.0,8.4,74955.0
The Marked Heart,2022,TV-MA,44,Spanish,"['thriller', 'drama']",['CO'],2.0,6.3,1103.0
Meltdown: Three Mile Island,2022,TV-14,44,English,"['documentation', 'history']",['US'],1.0,7.0,958.0
Shadow and Bone,2021,TV-14,52,English,"['scifi', 'drama', 'fantasy', 'action']",['US'],1.0,7.6,77782.0
Lupin,2021,TV-MA,46,French,"['crime', 'drama', 'comedy', 'action']",['FR'],3.0,7.5,100575.0
Brand New Cherry Flavor,2021,TV-MA,43,English,"['thriller', 'drama', 'horror', 'scifi']",['US'],1.0,7.1,14449.0
Human Resources,2022,TV-MA,27,English,"['comedy', 'romance', 'animation']",['US'],1.0,7.2,4761.0
All of Us Are Dead,2022,TV-MA,61,"Korean, English","['action', 'scifi', 'thriller', 'drama', 'fantasy', 'horror']",['KR'],1.0,7.5,41393.0
Heirs to the Land,2022,TV-MA,54,Spanish,"['comedy', 'scifi', 'drama', 'history']",['ES'],1.0,7.0,599.0
Behind Her Eyes,2021,TV-MA,50,English,"['drama', 'thriller']",['GB'],1.0,7.2,57514.0
Is It Cake?,2022,TV-PG,38,English,['reality'],['US'],1.0,5.7,465.0
The Andy Warhol Diaries,2022,TV-MA,66,English,['documentation'],['US'],1.0,7.7,1496.0
The Cuphead Show!,2022,TV-Y7,15,"English, Persian","['family', 'fantasy', 'animation', 'action', 'comedy']",['US'],1.0,7.5,5792.0
Cowboy Bebop,2021,TV-MA,45,English,"['scifi', 'comedy', 'crime', 'drama', 'fantasy', 'action']",['US'],1.0,6.6,35427.0
The 7 Lives of Lea,2022,TV-MA,41,French,"['drama', 'thriller', 'crime', 'fantasy']",['FR'],1.0,7.5,1196.0
The Silent Sea,2021,TV-MA,45,Korean,"['horror', 'drama', 'scifi', 'thriller']",['KR'],1.0,6.9,18548.0
Sweet Tooth,2021,TV-14,45,English,"['scifi', 'drama', 'fantasy', 'action']",['US'],2.0,7.8,49182.0
Clickbait,2021,TV-MA,46,English,"['thriller', 'crime', 'drama']","['AU', 'US']",1.0,7.2,50140.0
Worst Roommate Ever,2022,TV-MA,47,English,"['crime', 'documentation', 'drama', 'thriller']",['US'],1.0,8.1,8.0
Hellbound,2021,TV-MA,52,Korean,"['scifi', 'horror', 'thriller', 'crime', 'drama', 'fantasy']",['KR'],1.0,6.6,22107.0
In from the Cold,2022,TV-MA,49,English,"['drama', 'scifi', 'thriller', 'action', 'crime']",['US'],1.0,6.2,6663.0
Komi Can't Communicate,2021,TV-14,24,Japanese,"['drama', 'comedy', 'animation', 'romance']",['JP'],2.0,7.8,4358.0
Tomorrow,2022,TV-14,60,Korean,"['drama', 'action', 'comedy', 'fantasy']",['KR'],1.0,7.7,603.0
Ginny & Georgia,2021,TV-14,54,English,"['drama', 'comedy']",['US'],1.0,7.4,44573.0
Inside Job,2021,TV-MA,28,English,"['comedy', 'fantasy', 'scifi', 'animation']",['US'],1.0,7.6,15137.0
Dirty Lines,2022,TV-MA,46,Dutch,"['drama', 'history']",['NL'],1.0,7.3,717.0
Trivia Quest,2022,TV-G,9,English,"['family', 'fantasy', 'animation']",['US'],1.0,5.6,176.0
The Chair,2021,TV-MA,30,English,"['drama', 'comedy']",['US'],1.0,7.2,15894.0
Sex/Life,2021,TV-MA,48,English,"['drama', 'romance', 'comedy']",[],2.0,5.4,19604.0
The Chestnut Man,2021,TV-MA,55,Danish,"['crime', 'drama', 'thriller']",['DK'],1.0,7.7,41253.0
My Liberation Notes,2022,TV-14,62,Korean,"['drama', 'romance']",['KR'],1.0,8.4,276.0
jeen-yuhs,2022,TV-MA,93,English,"['documentation', 'music']",['US'],1.0,8.1,7269.0
True Story,2021,TV-MA,39,English,"['drama', 'thriller', 'comedy', 'crime']",['US'],1.0,7.5,16927.0
Halston,2021,TV-MA,47,N/A,['drama'],['US'],1.0,7.5,14040.0
Anxious People,2021,TV-MA,29,Swedish,"['crime', 'drama', 'comedy']",['SE'],1.0,6.8,3709.0
Young Royals,2021,TV-MA,45,Swedish,"['drama', 'romance']",['SE'],1.0,8.3,26732.0
Resident Evil: Infinite Darkness,2021,TV-MA,27,N/A,"['action', 'scifi', 'horror', 'animation']",['US'],1.0,5.8,9500.0
Our Blues,2022,TV-MA,68,Korean,['drama'],['KR'],1.0,7.7,209.0
The Serpent,2021,TV-MA,57,"German, Nepali, Hindi, English, French, Thai, Dutch","['drama', 'thriller', 'crime']",['GB'],1.0,7.6,41782.0
Hit & Run,2021,TV-MA,49,"English, Hebrew","['action', 'drama', 'thriller', 'crime']",['IL'],1.0,7.1,8367.0
Murder Among the Mormons,2021,TV-14,53,English,"['crime', 'history', 'documentation']",['US'],1.0,7.0,6028.0
Katla,2021,TV-MA,46,"Icelandic, Swedish, English","['scifi', 'thriller', 'drama']",['IS'],1.0,7.0,13095.0
The Last Bus,2022,TV-PG,35,English,"['scifi', 'comedy', 'drama', 'family', 'fantasy']",['GB'],1.0,5.0,500.0
Cracow Monsters,2022,TV-MA,52,Polish,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",['PL'],1.0,5.5,1492.0
The Puppet Master: Hunting the Ultimate Conman,2022,TV-MA,42,English,"['crime', 'documentation']",['GB'],1.0,7.0,5224.0
Twenty Five Twenty One,2022,TV-14,76,Korean,"['drama', 'romance']",['KR'],1.0,8.7,4081.0
Firefly Lane,2021,TV-MA,52,English,"['drama', 'romance']",['US'],1.0,7.4,20300.0
The Billion Dollar Code,2021,TV-MA,67,"German, English","['drama', 'thriller', 'crime']",['DE'],1.0,8.0,7313.0
The Principles of Pleasure,2022,TV-MA,51,English,['documentation'],['US'],1.0,4.7,64.0
Attenborough's Life in Colour,2021,TV-PG,51,English,['documentation'],['GB'],1.0,8.2,3090.0
Making Fun,2022,TV-PG,41,English,['reality'],['US'],1.0,7.0,557.0
The Irregulars,2021,TV-14,53,English,"['crime', 'drama', 'fantasy', 'scifi']",['GB'],1.0,5.9,14714.0
My Name,2021,TV-MA,50,Korean,"['thriller', 'action', 'crime', 'drama']",['KR'],1.0,7.8,18446.0
Turning Point: 9/11 and the War on Terror,2021,TV-14,62,English,"['war', 'history', 'documentation']",['US'],1.0,8.0,8881.0
How to Become a Tyrant,2021,TV-MA,27,English,"['war', 'history', 'documentation']",['US'],1.0,7.4,8041.0
Who Killed Sara?,2021,TV-MA,41,Spanish,"['drama', 'crime', 'thriller']",['MX'],3.0,6.4,12148.0
The Innocent,2021,TV-MA,58,Spanish,"['crime', 'drama', 'thriller']",['ES'],1.0,7.8,29019.0
Masters of the Universe: Revelation,2021,TV-PG,26,English,"['scifi', 'animation', 'action', 'drama', 'family', 'fantasy', 'comedy']",['US'],2.0,5.2,26127.0
Maya and the Three,2021,TV-Y7,131,English,"['comedy', 'drama', 'family', 'fantasy', 'animation', 'action']",['MX'],1.0,8.1,3597.0
Night Stalker: The Hunt for a Serial Killer,2021,TV-MA,47,"English, Spanish","['crime', 'documentation']",['US'],1.0,7.5,23939.0
Samurai Rabbit: The Usagi Chronicles,2022,TV-Y7,25,English,"['action', 'fantasy', 'scifi', 'animation', 'comedy', 'family']",['US'],1.0,6.6,148.0
The One,2021,TV-MA,42,"English, Portuguese","['crime', 'drama', 'scifi', 'thriller', 'action']",['GB'],1.0,6.6,12367.0
Feria: The Darkest Light,2022,TV-MA,50,Spanish,"['scifi', 'crime', 'drama', 'fantasy', 'horror', 'thriller']",['ES'],1.0,5.7,1532.0
Midnight at the Pera Palace,2022,TV-14,44,Turkish,"['crime', 'drama', 'history']",['TR'],1.0,7.1,6624.0
VOIR,2021,TV-MA,20,English,['documentation'],['US'],1.0,6.8,1255.0
Jupiter's Legacy,2021,TV-MA,45,English,"['scifi', 'action', 'drama', 'fantasy']",['US'],1.0,6.7,37235.0
Pretend It's a City,2021,TV-14,29,English,"['comedy', 'documentation']",['US'],1.0,8.1,7096.0
Crime Scene: The Vanishing at the Cecil Hotel,2021,TV-MA,55,N/A,"['documentation', 'crime', 'thriller']",['US'],1.0,5.9,16799.0
Super Crooks,2021,TV-MA,30,Japanese,"['scifi', 'drama', 'animation', 'action', 'crime', 'fantasy']",['JP'],1.0,7.1,1984.0
Life After Death with Tyler Henry,2022,TV-MA,43,N/A,['reality'],['US'],1.0,5.5,522.0
Catching Killers,2021,TV-MA,40,English,"['documentation', 'crime']",['US'],2.0,7.1,2908.0
Animal,2021,TV-PG,45,English,['documentation'],"['US', 'BR']",2.0,7.9,857.0
Hometown Cha-Cha-Cha,2021,TV-14,78,Korean,"['comedy', 'romance', 'drama']",['KR'],1.0,8.5,9987.0
Chosen,2022,TV-MA,44,Danish,"['scifi', 'thriller', 'drama']",['DK'],1.0,4.3,1111.0
An astrological guide for broken hearts,2021,TV-14,34,Italian,"['comedy', 'romance']",['IT'],2.0,7.1,2827.0
Sophie: A Murder in West Cork,2021,TV-14,55,"English, French","['crime', 'documentation', 'history']",['GB'],1.0,6.8,5093.0
Standing Up,2022,TV-MA,46,French,"['comedy', 'drama']",['FR'],1.0,6.2,133.0
Who Rules The World,2022,TV-PG,44,Mandarin,"['drama', 'fantasy', 'romance']",['CN'],1.0,9.2,81.0
Countdown: Inspiration4 Mission to Space,2021,TV-14,50,English,['documentation'],['US'],1.0,7.9,1642.0
Glória,2021,TV-MA,44,"Portuguese, English","['drama', 'history', 'thriller']",['PT'],1.0,8.0,3941.0
This Is a Robbery: The World's Biggest Art Heist,2021,TV-MA,53,English,"['crime', 'history', 'documentation']",['US'],1.0,6.5,4246.0
