title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,Language
True Tunes,SHOW,2019,TV-Y7,3,['family'],['US'],1.0,tt10522374,8.0,14.0,N/A
Children of Adam,SHOW,2020,TV-14,41,"['action', 'drama']",['LB'],1.0,tt12434912,7.8,170.0,Arabic
Word Party Songs,SHOW,2020,TV-Y,4,"['animation', 'family']",[],1.0,tt12748268,3.6,18.0,English
The Defected,SHOW,2019,TV-14,42,"['drama', 'crime']",['HK'],1.0,tt10141612,7.4,68.0,Chinese
A Perfect Day for Arsenide,SHOW,2020,TV-MA,23,"['drama', 'romance']",['HK'],1.0,tt14592684,5.0,16.0,N/A
Anatomy of a Scandal,SHOW,2022,TV-MA,45,"['drama', 'thriller']","['GB', 'US']",1.0,tt12748084,7.0,16425.0,English
Heartstopper,SHOW,2022,TV-14,28,"['drama', 'romance']",['GB'],1.0,tt10638036,8.9,28978.0,English
The Pentaverate,SHOW,2022,TV-MA,27,['comedy'],['US'],1.0,tt10203880,6.1,3409.0,English
Inventing Anna,SHOW,2022,TV-MA,68,['drama'],['US'],1.0,tt8740976,6.8,54105.0,English
Pieces of Her,SHOW,2022,TV-MA,52,"['crime', 'drama', 'thriller']",['US'],1.0,tt9170236,6.4,11322.0,English
Conversations with a Killer: The John Wayne Gacy Tapes,SHOW,2022,TV-MA,61,"['crime', 'documentation']",['US'],1.0,tt18970124,7.2,3984.0,English
Pacific Rim: The Black,SHOW,2021,TV-14,24,"['animation', 'action', 'scifi']",['US'],2.0,tt9288848,7.0,4796.0,English
Vikings: Valhalla,SHOW,2022,TV-MA,51,"['war', 'action', 'drama', 'history', 'romance']",['US'],1.0,tt11311302,7.1,31330.0,"English, Latin"
Arcane,SHOW,2021,TV-14,41,"['action', 'scifi', 'drama', 'fantasy', 'animation']",['US'],1.0,tt11126994,9.1,175412.0,English
Hold Tight,SHOW,2022,TV-MA,47,"['crime', 'drama', 'thriller']",['PL'],1.0,tt15019128,6.1,1113.0,Polish
Bad Vegan: Fame. Fraud. Fugitives.,SHOW,2022,TV-MA,52,"['crime', 'documentation']",['US'],1.0,tt18260538,5.8,2062.0,English
Midnight Mass,SHOW,2021,TV-MA,64,"['action', 'drama', 'fantasy', 'horror', 'scifi']",['US'],1.0,tt10574558,7.7,102321.0,English
Murderville,SHOW,2022,TV-MA,34,"['crime', 'comedy']",['US'],1.0,tt15264192,6.9,10414.0,English
Clark,SHOW,2022,TV-MA,61,"['comedy', 'crime', 'drama', 'thriller', 'action']",['SE'],1.0,tt12304420,7.5,1991.0,"Swedish, English, Danish, French, Arabic, Spanish, German"
The Ultimatum: Marry or Move On,SHOW,2022,TV-MA,50,['reality'],['US'],1.0,tt18396952,5.4,1440.0,English
Hard Cell,SHOW,2022,TV-MA,26,"['comedy', 'documentation', 'sport']","['US', 'GB']",1.0,tt14959710,6.1,618.0,English
The Woman in the House Across the Street from the Girl in the Window,SHOW,2022,TV-MA,26,"['crime', 'comedy', 'drama', 'thriller']",['US'],1.0,tt13315324,6.3,38964.0,English
Archive 81,SHOW,2022,TV-MA,54,"['scifi', 'drama', 'horror', 'thriller']",['US'],1.0,tt13365348,7.3,43068.0,English
Jimmy Savile: A British Horror Story,SHOW,2022,TV-MA,85,"['crime', 'documentation']",['GB'],1.0,tt18970454,6.7,4711.0,English
Squid Game,SHOW,2021,TV-MA,54,"['action', 'drama', 'thriller']",['KR'],2.0,tt10919420,8.0,416738.0,"Korean, English, Urdu"
Yakamoz S-245,SHOW,2022,TV-MA,48,"['scifi', 'action', 'drama', 'thriller']",['TR'],1.0,tt13317454,6.1,3861.0,"Turkish, English, German"
Welcome To Eden,SHOW,2022,TV-MA,41,"['drama', 'action', 'thriller']",['ES'],1.0,tt13457822,4.9,973.0,Spanish
Stay Close,SHOW,2021,TV-MA,47,"['crime', 'drama', 'thriller']",['GB'],1.0,tt2201227,6.9,28669.0,English
Maid,SHOW,2021,TV-MA,54,"['drama', 'comedy']",['US'],1.0,tt11337908,8.4,74955.0,English
The Marked Heart,SHOW,2022,TV-MA,44,"['thriller', 'drama']",['CO'],2.0,tt18974572,6.3,1103.0,Spanish
Meltdown: Three Mile Island,SHOW,2022,TV-14,44,"['documentation', 'history']",['US'],1.0,tt19757508,7.0,958.0,English
Shadow and Bone,SHOW,2021,TV-14,52,"['scifi', 'drama', 'fantasy', 'action']",['US'],1.0,tt2403776,7.6,77782.0,English
Lupin,SHOW,2021,TV-MA,46,"['crime', 'drama', 'comedy', 'action']",['FR'],3.0,tt2531336,7.5,100575.0,French
Brand New Cherry Flavor,SHOW,2021,TV-MA,43,"['thriller', 'drama', 'horror', 'scifi']",['US'],1.0,tt11343600,7.1,14449.0,English
Human Resources,SHOW,2022,TV-MA,27,"['comedy', 'romance', 'animation']",['US'],1.0,tt11092142,7.2,4761.0,English
All of Us Are Dead,SHOW,2022,TV-MA,61,"['action', 'scifi', 'thriller', 'drama', 'fantasy', 'horror']",['KR'],1.0,tt14169960,7.5,41393.0,"Korean, English"
Heirs to the Land,SHOW,2022,TV-MA,54,"['comedy', 'scifi', 'drama', 'history']",['ES'],1.0,tt13308276,7.0,599.0,Spanish
Behind Her Eyes,SHOW,2021,TV-MA,50,"['drama', 'thriller']",['GB'],1.0,tt9698442,7.2,57514.0,English
Is It Cake?,SHOW,2022,TV-PG,38,['reality'],['US'],1.0,tt18314214,5.7,465.0,English
The Andy Warhol Diaries,SHOW,2022,TV-MA,66,['documentation'],['US'],1.0,tt18082212,7.7,1496.0,English
The Cuphead Show!,SHOW,2022,TV-Y7,15,"['family', 'fantasy', 'animation', 'action', 'comedy']",['US'],1.0,tt10611608,7.5,5792.0,"English, Persian"
Cowboy Bebop,SHOW,2021,TV-MA,45,"['scifi', 'comedy', 'crime', 'drama', 'fantasy', 'action']",['US'],1.0,tt1267295,6.6,35427.0,English
The 7 Lives of Lea,SHOW,2022,TV-MA,41,"['drama', 'thriller', 'crime', 'fantasy']",['FR'],1.0,tt14140886,7.5,1196.0,French
The Silent Sea,SHOW,2021,TV-MA,45,"['horror', 'drama', 'scifi', 'thriller']",['KR'],1.0,tt11570202,6.9,18548.0,Korean
Sweet Tooth,SHOW,2021,TV-14,45,"['scifi', 'drama', 'fantasy', 'action']",['US'],2.0,tt12809988,7.8,49182.0,English
Clickbait,SHOW,2021,TV-MA,46,"['thriller', 'crime', 'drama']","['AU', 'US']",1.0,tt10888878,7.2,50140.0,English
Worst Roommate Ever,SHOW,2022,TV-MA,47,"['crime', 'documentation', 'drama', 'thriller']",['US'],1.0,tt8323702,8.1,8.0,English
Hellbound,SHOW,2021,TV-MA,52,"['scifi', 'horror', 'thriller', 'crime', 'drama', 'fantasy']",['KR'],1.0,tt12235718,6.6,22107.0,Korean
In from the Cold,SHOW,2022,TV-MA,49,"['drama', 'scifi', 'thriller', 'action', 'crime']",['US'],1.0,tt11859542,6.2,6663.0,English
Komi Can't Communicate,SHOW,2021,TV-14,24,"['drama', 'comedy', 'animation', 'romance']",['JP'],2.0,tt14626352,7.8,4358.0,Japanese
Tomorrow,SHOW,2022,TV-14,60,"['drama', 'action', 'comedy', 'fantasy']",['KR'],1.0,tt18926162,7.7,603.0,Korean
Ginny & Georgia,SHOW,2021,TV-14,54,"['drama', 'comedy']",['US'],1.0,tt10813940,7.4,44573.0,English
Inside Job,SHOW,2021,TV-MA,28,"['comedy', 'fantasy', 'scifi', 'animation']",['US'],1.0,tt10231312,7.6,15137.0,English
Dirty Lines,SHOW,2022,TV-MA,46,"['drama', 'history']",['NL'],1.0,tt14859224,7.3,717.0,Dutch
Trivia Quest,SHOW,2022,TV-G,9,"['family', 'fantasy', 'animation']",['US'],1.0,tt18393972,5.6,176.0,English
The Chair,SHOW,2021,TV-MA,30,"['drama', 'comedy']",['US'],1.0,tt11834150,7.2,15894.0,English
Sex/Life,SHOW,2021,TV-MA,48,"['drama', 'romance', 'comedy']",[],2.0,tt10839422,5.4,19604.0,English
The Chestnut Man,SHOW,2021,TV-MA,55,"['crime', 'drama', 'thriller']",['DK'],1.0,tt10834220,7.7,41253.0,Danish
My Liberation Notes,SHOW,2022,TV-14,62,"['drama', 'romance']",['KR'],1.0,tt15146130,8.4,276.0,Korean
jeen-yuhs,SHOW,2022,TV-MA,93,"['documentation', 'music']",['US'],1.0,tt14599438,8.1,7269.0,English
True Story,SHOW,2021,TV-MA,39,"['drama', 'thriller', 'comedy', 'crime']",['US'],1.0,tt13655456,7.5,16927.0,English
Halston,SHOW,2021,TV-MA,47,['drama'],['US'],1.0,tt10920514,7.5,14040.0,N/A
Anxious People,SHOW,2021,TV-MA,29,"['crime', 'drama', 'comedy']",['SE'],1.0,tt11168604,6.8,3709.0,Swedish
Young Royals,SHOW,2021,TV-MA,45,"['drama', 'romance']",['SE'],1.0,tt14664414,8.3,26732.0,Swedish
Resident Evil: Infinite Darkness,SHOW,2021,TV-MA,27,"['action', 'scifi', 'horror', 'animation']",['US'],1.0,tt13173456,5.8,9500.0,N/A
Our Blues,SHOW,2022,TV-MA,68,['drama'],['KR'],1.0,tt19115260,7.7,209.0,Korean
The Serpent,SHOW,2021,TV-MA,57,"['drama', 'thriller', 'crime']",['GB'],1.0,tt7985576,7.6,41782.0,"German, Nepali, Hindi, English, French, Thai, Dutch"
Hit & Run,SHOW,2021,TV-MA,49,"['action', 'drama', 'thriller', 'crime']",['IL'],1.0,tt9073940,7.1,8367.0,"English, Hebrew"
Murder Among the Mormons,SHOW,2021,TV-14,53,"['crime', 'history', 'documentation']",['US'],1.0,tt13987620,7.0,6028.0,English
Katla,SHOW,2021,TV-MA,46,"['scifi', 'thriller', 'drama']",['IS'],1.0,tt11102190,7.0,13095.0,"Icelandic, Swedish, English"
The Last Bus,SHOW,2022,TV-PG,35,"['scifi', 'comedy', 'drama', 'family', 'fantasy']",['GB'],1.0,tt12885670,5.0,500.0,English
Cracow Monsters,SHOW,2022,TV-MA,52,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",['PL'],1.0,tt15096836,5.5,1492.0,Polish
The Puppet Master: Hunting the Ultimate Conman,SHOW,2022,TV-MA,42,"['crime', 'documentation']",['GB'],1.0,tt15479704,7.0,5224.0,English
Twenty Five Twenty One,SHOW,2022,TV-14,76,"['drama', 'romance']",['KR'],1.0,tt17513352,8.7,4081.0,Korean
Firefly Lane,SHOW,2021,TV-MA,52,"['drama', 'romance']",['US'],1.0,tt9012876,7.4,20300.0,English
The Billion Dollar Code,SHOW,2021,TV-MA,67,"['drama', 'thriller', 'crime']",['DE'],1.0,tt15392100,8.0,7313.0,"German, English"
The Principles of Pleasure,SHOW,2022,TV-MA,51,['documentation'],['US'],1.0,tt18299058,4.7,64.0,English
Attenborough's Life in Colour,SHOW,2021,TV-PG,51,['documentation'],['GB'],1.0,tt11053426,8.2,3090.0,English
Making Fun,SHOW,2022,TV-PG,41,['reality'],['US'],1.0,tt17737382,7.0,557.0,English
The Irregulars,SHOW,2021,TV-14,53,"['crime', 'drama', 'fantasy', 'scifi']",['GB'],1.0,tt10893694,5.9,14714.0,English
My Name,SHOW,2021,TV-MA,50,"['thriller', 'action', 'crime', 'drama']",['KR'],1.0,tt12940504,7.8,18446.0,Korean
Turning Point: 9/11 and the War on Terror,SHOW,2021,TV-14,62,"['war', 'history', 'documentation']",['US'],1.0,tt15260794,8.0,8881.0,English
How to Become a Tyrant,SHOW,2021,TV-MA,27,"['war', 'history', 'documentation']",['US'],1.0,tt14832996,7.4,8041.0,English
Who Killed Sara?,SHOW,2021,TV-MA,41,"['drama', 'crime', 'thriller']",['MX'],3.0,tt11937816,6.4,12148.0,Spanish
The Innocent,SHOW,2021,TV-MA,58,"['crime', 'drama', 'thriller']",['ES'],1.0,tt10147644,7.8,29019.0,Spanish
Masters of the Universe: Revelation,SHOW,2021,TV-PG,26,"['scifi', 'animation', 'action', 'drama', 'family', 'fantasy', 'comedy']",['US'],2.0,tt10826054,5.2,26127.0,English
Maya and the Three,SHOW,2021,TV-Y7,131,"['comedy', 'drama', 'family', 'fantasy', 'animation', 'action']",['MX'],1.0,tt8787772,8.1,3597.0,English
Night Stalker: The Hunt for a Serial Killer,SHOW,2021,TV-MA,47,"['crime', 'documentation']",['US'],1.0,tt13651632,7.5,23939.0,"English, Spanish"
Samurai Rabbit: The Usagi Chronicles,SHOW,2022,TV-Y7,25,"['action', 'fantasy', 'scifi', 'animation', 'comedy', 'family']",['US'],1.0,tt12717354,6.6,148.0,English
The One,SHOW,2021,TV-MA,42,"['crime', 'drama', 'scifi', 'thriller', 'action']",['GB'],1.0,tt13879466,6.6,12367.0,"English, Portuguese"
Feria: The Darkest Light,SHOW,2022,TV-MA,50,"['scifi', 'crime', 'drama', 'fantasy', 'horror', 'thriller']",['ES'],1.0,tt13323004,5.7,1532.0,Spanish
Midnight at the Pera Palace,SHOW,2022,TV-14,44,"['crime', 'drama', 'history']",['TR'],1.0,tt13317508,7.1,6624.0,Turkish
VOIR,SHOW,2021,TV-MA,20,['documentation'],['US'],1.0,tt15677070,6.8,1255.0,English
Jupiter's Legacy,SHOW,2021,TV-MA,45,"['scifi', 'action', 'drama', 'fantasy']",['US'],1.0,tt5774002,6.7,37235.0,English
Pretend It's a City,SHOW,2021,TV-14,29,"['comedy', 'documentation']",['US'],1.0,tt13660958,8.1,7096.0,English
Crime Scene: The Vanishing at the Cecil Hotel,SHOW,2021,TV-MA,55,"['documentation', 'crime', 'thriller']",['US'],1.0,tt13840586,5.9,16799.0,N/A
Super Crooks,SHOW,2021,TV-MA,30,"['scifi', 'drama', 'animation', 'action', 'crime', 'fantasy']",['JP'],1.0,tt14272628,7.1,1984.0,Japanese
Life After Death with Tyler Henry,SHOW,2022,TV-MA,43,['reality'],['US'],1.0,tt18224644,5.5,522.0,N/A
Catching Killers,SHOW,2021,TV-MA,40,"['documentation', 'crime']",['US'],2.0,tt15723914,7.1,2908.0,English
Animal,SHOW,2021,TV-PG,45,['documentation'],"['US', 'BR']",2.0,tt15674216,7.9,857.0,English
Hometown Cha-Cha-Cha,SHOW,2021,TV-14,78,"['comedy', 'romance', 'drama']",['KR'],1.0,tt14518756,8.5,9987.0,Korean
Chosen,SHOW,2022,TV-MA,44,"['scifi', 'thriller', 'drama']",['DK'],1.0,tt16492950,4.3,1111.0,Danish
An astrological guide for broken hearts,SHOW,2021,TV-14,34,"['comedy', 'romance']",['IT'],2.0,tt14759406,7.1,2827.0,Italian
Sophie: A Murder in West Cork,SHOW,2021,TV-14,55,"['crime', 'documentation', 'history']",['GB'],1.0,tt14681732,6.8,5093.0,"English, French"
Standing Up,SHOW,2022,TV-MA,46,"['comedy', 'drama']",['FR'],1.0,tt18260550,6.2,133.0,French
Who Rules The World,SHOW,2022,TV-PG,44,"['drama', 'fantasy', 'romance']",['CN'],1.0,tt14950036,9.2,81.0,Mandarin
Countdown: Inspiration4 Mission to Space,SHOW,2021,TV-14,50,['documentation'],['US'],1.0,tt15166116,7.9,1642.0,English
Glória,SHOW,2021,TV-MA,44,"['drama', 'history', 'thriller']",['PT'],1.0,tt13064634,8.0,3941.0,"Portuguese, English"
This Is a Robbery: The World's Biggest Art Heist,SHOW,2021,TV-MA,53,"['crime', 'history', 'documentation']",['US'],1.0,tt14223858,6.5,4246.0,English
Heist,SHOW,2021,TV-MA,43,"['crime', 'documentation']",['US'],1.0,tt14865290,6.8,1698.0,English
History of Swear Words,SHOW,2021,TV-MA,21,"['comedy', 'documentation']",['US'],1.0,tt13617060,6.4,4776.0,English
Trese,SHOW,2021,TV-MA,29,"['crime', 'action', 'fantasy', 'horror', 'thriller', 'animation', 'scifi']",['PH'],1.0,tt9310336,7.0,3701.0,"Filipino, English, Japanese"
The Sound of Magic,SHOW,2022,TV-14,69,"['drama', 'fantasy', 'music']",['KR'],1.0,tt14460684,8.0,982.0,Korean
He's Expecting,SHOW,2022,TV-PG,26,"['drama', 'comedy', 'romance']",['JP'],1.0,tt14719276,1.6,2735.0,Japanese
He-Man and the Masters of the Universe,SHOW,2021,TV-Y7,26,"['scifi', 'action', 'fantasy', 'animation', 'comedy', 'drama', 'family']",['US'],2.0,tt11465278,5.8,1618.0,English
Colin in Black & White,SHOW,2021,TV-14,32,"['drama', 'sport']",['US'],1.0,tt12624928,5.4,7021.0,English
The Sons of Sam: A Descent Into Darkness,SHOW,2021,TV-MA,60,"['documentation', 'crime', 'history']",['US'],1.0,tt13156316,7.0,8124.0,English
Crime Scene: The Times Square Killer,SHOW,2021,TV-MA,49,"['crime', 'documentation', 'history']",['US'],1.0,tt16027926,6.5,3355.0,English
Gone for Good,SHOW,2021,TV-MA,49,"['drama', 'crime', 'thriller']",['FR'],1.0,tt14252964,6.3,3863.0,French
High-Rise Invasion,SHOW,2021,TV-MA,25,"['action', 'horror', 'scifi', 'thriller', 'animation']",['JP'],1.0,tt13357164,6.6,2575.0,N/A
Record of Ragnarok,SHOW,2021,TV-MA,24,"['scifi', 'drama', 'fantasy', 'thriller', 'animation', 'action']",['JP'],1.0,tt13676344,6.2,4647.0,Japanese
"Money, Explained",SHOW,2021,TV-14,23,['documentation'],['US'],1.0,tt14492910,6.9,2143.0,English
The Way of the Househusband,SHOW,2021,TV-MA,17,"['animation', 'action', 'comedy', 'crime', 'drama', 'romance']",['JP'],1.0,tt13357124,7.3,3724.0,Japanese
Fate: The Winx Saga,SHOW,2021,TV-MA,50,"['scifi', 'drama', 'fantasy', 'action']",['US'],1.0,tt8179402,6.8,37995.0,English
Shaman King,SHOW,2021,TV-PG,23,"['comedy', 'fantasy', 'animation', 'action', 'scifi']",['JP'],1.0,tt12502782,7.0,1480.0,Japanese
Jaguar,SHOW,2021,TV-MA,43,"['war', 'action', 'drama', 'history']",['ES'],1.0,tt11698590,5.7,1718.0,Spanish
Yasuke,SHOW,2021,TV-MA,29,"['scifi', 'action', 'drama', 'fantasy', 'thriller', 'animation']",['US'],1.0,tt9310330,6.2,4999.0,"Japanese, English"
Saturday Morning All Star Hits!,SHOW,2021,TV-14,23,"['animation', 'comedy']",['US'],1.0,tt15978256,7.6,846.0,N/A
Post Mortem: No One Dies in Skarnes,SHOW,2021,TV-MA,45,"['thriller', 'comedy', 'drama']",['NO'],1.0,tt13053222,7.1,3229.0,Norwegian
The Cook of Castamar,SHOW,2021,TV-MA,54,['drama'],['ES'],1.0,tt12626014,7.4,3637.0,Spanish
Thirty-Nine,SHOW,2022,TV-MA,73,"['drama', 'romance']",['KR'],1.0,tt15309342,7.9,150.0,N/A
Bulgasal: Immortal Souls,SHOW,2021,TV-MA,71,"['scifi', 'thriller', 'drama', 'fantasy']",['KR'],1.0,tt14691616,7.4,1897.0,Korean
Pretty Smart,SHOW,2021,TV-14,24,"['comedy', 'drama', 'romance']",['US'],1.0,tt14369056,5.7,4209.0,English
My Unorthodox Life,SHOW,2021,TV-MA,40,['reality'],['US'],1.0,tt14398500,5.5,1170.0,English
On the Verge,SHOW,2021,TV-MA,32,"['comedy', 'drama']",['FR'],1.0,tt5540990,6.5,2841.0,English
"Devotion, a Story of Love and Desire",SHOW,2022,TV-MA,40,"['drama', 'romance']",['IT'],1.0,tt13956560,6.4,1262.0,Italian
Baki Hanma,SHOW,2021,TV-MA,24,"['thriller', 'animation', 'action', 'drama', 'sport']",['JP'],2.0,tt13357140,6.6,1483.0,Japanese
Juvenile Justice,SHOW,2022,TV-MA,61,"['drama', 'crime']",['KR'],1.0,tt15553922,8.0,2163.0,Korean
City of Ghosts,SHOW,2021,TV-Y7,19,['drama'],['FR'],1.0,tt15477516,6.1,10.0,English
DOTA: Dragon's Blood,SHOW,2021,TV-MA,26,"['scifi', 'action', 'thriller', 'animation', 'fantasy']",['US'],2.0,tt14069590,7.8,17429.0,English
Blue Period,SHOW,2021,TV-14,25,"['animation', 'drama']",['JP'],1.0,tt14115912,7.7,1712.0,Japanese
The Club,SHOW,2021,TV-14,47,"['drama', 'comedy']",['TR'],2.0,tt13317582,7.9,7810.0,"Turkish, Ladino, Greek"
The Raincoat Killer: Chasing a Predator in Korea,SHOW,2021,TV-MA,48,"['documentation', 'crime', 'history']",['KR'],1.0,tt15488654,6.4,1864.0,N/A
School of Chocolate,SHOW,2021,TV-PG,38,['reality'],['US'],1.0,tt15172154,7.6,1572.0,English
Falling Into Your Smile,SHOW,2021,TV-14,44,"['drama', 'comedy', 'romance']",['CN'],1.0,tt11290960,8.4,2019.0,Mandarin
Godzilla Singular Point,SHOW,2021,TV-14,24,"['scifi', 'animation', 'action', 'thriller']",['JP'],1.0,tt13229964,6.5,1612.0,Japanese
Snabba Cash,SHOW,2021,TV-MA,43,"['drama', 'thriller', 'action', 'crime']",['SE'],2.0,tt10540276,7.6,8176.0,Swedish
Cocaine Cowboys: The Kings of Miami,SHOW,2021,TV-MA,53,"['documentation', 'crime', 'history']",[],1.0,tt15049206,7.1,2624.0,English
Wild Abandon,SHOW,2022,TV-MA,51,"['drama', 'comedy']",['TR'],1.0,tt13317478,7.2,3634.0,Turkish
The Upshaws,SHOW,2021,TV-14,30,['comedy'],['US'],2.0,tt10945036,6.8,2296.0,English
Love (ft. Marriage and Divorce),SHOW,2021,TV-PG,69,"['drama', 'romance']",['KR'],3.0,tt13814840,6.6,433.0,Korean
Neymar: The Perfect Chaos,SHOW,2022,TV-MA,55,"['documentation', 'sport']","['BR', 'US']",1.0,tt16428640,6.6,2907.0,"Portuguese, English"
Eden,SHOW,2021,TV-PG,25,"['scifi', 'fantasy', 'animation', 'action', 'drama', 'family']",['JP'],1.0,tt10545250,6.6,1111.0,Japanese
Tribes of Europa,SHOW,2021,TV-MA,47,"['scifi', 'fantasy', 'action', 'drama']",['DE'],1.0,tt9184982,6.7,11794.0,"German, English"
Q-Force,SHOW,2021,TV-MA,23,"['scifi', 'animation', 'action', 'comedy', 'crime', 'fantasy']",['US'],1.0,tt10140028,6.4,4963.0,English
Bad Sport,SHOW,2021,TV-MA,65,"['crime', 'sport', 'documentation']",[],1.0,tt15402912,7.3,1912.0,English
Age of Samurai: Battle for Japan,SHOW,2021,TV-MA,43,"['drama', 'history', 'war', 'documentation', 'action']",['US'],1.0,tt10551256,7.4,4022.0,"Korean, Japanese, English"
Bling Empire,SHOW,2021,TV-MA,39,['reality'],['US'],2.0,tt13660962,5.8,2608.0,English
Surviving Death,SHOW,2021,TV-MA,54,"['documentation', 'reality']",['US'],1.0,tt13649692,6.1,1991.0,English
The Journalist,SHOW,2022,TV-14,51,"['drama', 'thriller']",['JP'],1.0,tt15101670,7.0,542.0,Japanese
Baking Impossible,SHOW,2021,TV-PG,49,['reality'],['US'],1.0,tt15171996,7.0,1004.0,English
Beyond Evil,SHOW,2021,TV-MA,66,"['crime', 'thriller', 'drama']",['KR'],1.0,tt13634872,8.1,2776.0,Korean
Centaurworld,SHOW,2021,TV-Y7,29,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy']",['US'],2.0,tt10919290,7.6,1939.0,English
Power Rangers Dino Fury,SHOW,2021,TV-Y7,21,"['comedy', 'drama', 'fantasy', 'scifi', 'thriller', 'action']",[],2.0,tt12360292,7.0,479.0,English
House of Secrets: The Burari Deaths,SHOW,2021,TV-MA,45,"['documentation', 'crime', 'history']",['IN'],1.0,tt14167390,7.4,9504.0,"Hindi, English"
Open Your Eyes,SHOW,2021,TV-MA,47,"['scifi', 'drama', 'thriller']",['PL'],1.0,tt13495314,6.5,1413.0,Polish
Tiger King: The Doc Antle Story,SHOW,2021,TV-MA,42,"['crime', 'documentation']",['US'],1.0,tt16307970,6.2,1330.0,English
Tear Along the Dotted Line,SHOW,2021,TV-14,19,"['drama', 'comedy', 'animation']",['IT'],1.0,tt15614372,8.7,7595.0,Italian
Feels Like Ishq,SHOW,2021,TV-MA,42,"['drama', 'romance', 'comedy']",['IN'],1.0,tt14163838,6.4,1514.0,Hindi
Octonauts: Above & Beyond,SHOW,2021,TV-Y,25,"['family', 'animation']",['KR'],1.0,tt15211330,7.4,66.0,English
The Crew,SHOW,2021,TV-14,29,['comedy'],['US'],1.0,tt10971022,6.5,5396.0,English
The Unlikely Murderer,SHOW,2021,TV-MA,46,"['drama', 'crime']",['SE'],1.0,tt13735930,7.0,3954.0,Swedish
Byron Baes,SHOW,2022,TV-MA,45,['reality'],['AU'],1.0,tt14537060,2.6,445.0,English
The Kingdom,SHOW,2021,TV-MA,47,"['drama', 'crime']",['AR'],1.0,tt15068148,6.5,1319.0,Spanish
Spycraft,SHOW,2021,TV-MA,34,['documentation'],['US'],1.0,tt13789092,6.7,1976.0,English
"Sex, Love & Goop",SHOW,2021,TV-MA,35,"['comedy', 'romance']",['US'],1.0,tt15470160,4.8,713.0,N/A
Thomas & Friends: All Engines Go!,SHOW,2021,TV-Y,11,"['animation', 'comedy', 'fantasy', 'drama', 'music', 'family']",[],1.0,tt14556544,1.7,509.0,"English, French, Spanish, Italian, Portuguese"
Sparking Joy with Marie Kondo,SHOW,2021,TV-PG,20,['reality'],[],1.0,tt14550060,6.2,341.0,"English, Japanese"
Elite Short Stories: Guzmán Caye Rebe,SHOW,2021,TV-MA,12,"['drama', 'crime', 'thriller']",['ES'],1.0,tt14668192,7.4,2254.0,Spanish
Elite Short Stories: Patrick,SHOW,2021,TV-MA,12,"['comedy', 'drama']",['ES'],1.0,tt16306836,6.1,671.0,Spanish
Top Secret UFO Projects: Declassified,SHOW,2021,TV-PG,43,['documentation'],['GB'],1.0,tt14992232,5.5,1371.0,N/A
Getting Curious with Jonathan Van Ness,SHOW,2022,TV-MA,26,"['comedy', 'reality']",['US'],1.0,tt16584084,7.0,494.0,English
The Orbital Children,SHOW,2022,TV-14,32,"['action', 'scifi', 'drama', 'fantasy', 'animation']",['JP'],2.0,tt13351614,6.4,497.0,Japanese
Move to Heaven,SHOW,2021,TV-MA,52,['drama'],['KR'],1.0,tt11052470,8.6,5307.0,"Korean, Korean Sign "
Gabby's Dollhouse,SHOW,2021,TV-Y,23,"['fantasy', 'animation', 'comedy', 'family']",['US'],4.0,tt9165438,7.2,344.0,English
Fatma,SHOW,2021,TV-MA,42,"['crime', 'drama', 'thriller']",['TR'],1.0,tt11961378,7.4,8185.0,Turkish
Single’s Inferno,SHOW,2021,TV-PG,64,['reality'],['KR'],2.0,tt16283666,7.2,1460.0,Korean
Inspector Koo,SHOW,2021,TV-14,69,"['action', 'comedy', 'thriller']",['KR'],1.0,tt14731794,6.9,534.0,Korean
Last Chance U: Basketball,SHOW,2021,TV-MA,60,"['documentation', 'sport']",['US'],1.0,tt13087512,8.3,2429.0,English
Waffles + Mochi,SHOW,2021,TV-Y,30,['family'],['US'],1.0,tt14035218,7.5,463.0,English
Love is Blind: Japan,SHOW,2022,TV-PG,57,"['reality', 'romance']",['JP'],1.0,tt15943826,7.1,394.0,Japanese
Back to 15,SHOW,2022,TV-14,39,"['comedy', 'drama']",['BR'],1.0,tt15301854,6.6,574.0,Portuguese
Battle Kitty,SHOW,2022,TV-Y7,32,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",['US'],1.0,tt10050740,7.4,60.0,English
Once Upon a Time... Happily Never After,SHOW,2022,TV-MA,30,"['scifi', 'comedy', 'fantasy']",['ES'],1.0,tt13560186,5.4,437.0,Spanish
Aranyak,SHOW,2021,TV-MA,41,"['crime', 'thriller', 'drama']",['IN'],1.0,tt14167344,7.9,7629.0,Hindi
Ganglands,SHOW,2021,TV-MA,46,"['action', 'crime', 'drama', 'thriller']",['FR'],1.0,tt13278100,7.0,2460.0,French
Elite Short Stories: Nadia Guzmán,SHOW,2021,TV-MA,11,"['drama', 'romance']",['ES'],1.0,tt14671790,6.3,1851.0,Spanish
Swap Shop,SHOW,2021,TV-14,30,['reality'],['US'],2.0,tt15674202,6.7,325.0,English
